date,commodity,market,state,variety,min_price,max_price,modal_price,avg_price
2023-04-12,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3076,3540,3308,3227
2023-04-12,Cotton,Adilabad APMC,Telangana,Bt Cotton,6258,7200,6729,6857
2023-04-12,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4349,5004,4676,4538
2023-04-12,Groundnut,Rajkot Market,Gujarat,GG-20,4814,5539,5176,5244
2023-04-12,Maize,Nizamabad APMC,Telangana,DHM-117,1846,2124,1985,1916
2023-04-12,Turmeric,Nizamabad Market,Telangana,Rajapuri,7003,8057,7530,7563
2023-04-12,Chilli,Guntur APMC,Andhra Pradesh,S-334,7992,9195,8594,8269
2023-04-12,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1958,2253,2106,2118
2023-04-12,Tomato,Kolar Market,Karnataka,Hybrid,1646,1894,1770,1815
2023-04-12,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1313,1510,1412,1412
2023-04-12,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5108,5877,5492,5647
2023-04-13,Wheat,Azadpur Mandi,Delhi,HD-2967,2188,2517,2352,2421
2023-04-13,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3100,3567,3334,3228
2023-04-13,Cotton,Adilabad APMC,Telangana,Bt Cotton,6447,7417,6932,6859
2023-04-13,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4396,5058,4727,4539
2023-04-13,Groundnut,Rajkot Market,Gujarat,GG-20,5042,5801,5422,5245
2023-04-13,Maize,Nizamabad APMC,Telangana,DHM-117,1791,2060,1926,1917
2023-04-13,Turmeric,Nizamabad Market,Telangana,Rajapuri,7240,8330,7785,7565
2023-04-13,Chilli,Guntur APMC,Andhra Pradesh,S-334,7435,8554,7995,8271
2023-04-13,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2016,2320,2168,2118
2023-04-13,Tomato,Kolar Market,Karnataka,Hybrid,1682,1935,1808,1816
2023-04-13,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1250,1439,1344,1412
2023-04-13,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5153,5929,5541,5649
2023-04-14,Wheat,Azadpur Mandi,Delhi,HD-2967,2267,2608,2437,2422
2023-04-14,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3041,3499,3270,3229
2023-04-14,Cotton,Adilabad APMC,Telangana,Bt Cotton,6082,6998,6540,6861
2023-04-14,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4227,4863,4545,4541
2023-04-14,Groundnut,Rajkot Market,Gujarat,GG-20,4958,5704,5331,5247
2023-04-14,Maize,Nizamabad APMC,Telangana,DHM-117,1700,1956,1828,1917
2023-04-14,Turmeric,Nizamabad Market,Telangana,Rajapuri,7046,8107,7576,7568
2023-04-14,Chilli,Guntur APMC,Andhra Pradesh,S-334,8002,9206,8604,8274
2023-04-14,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1875,2157,2016,2119
2023-04-14,Tomato,Kolar Market,Karnataka,Hybrid,1751,2014,1883,1816
2023-04-14,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1360,1565,1462,1413
2023-04-14,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5098,5866,5482,5651
2023-04-15,Wheat,Azadpur Mandi,Delhi,HD-2967,2193,2523,2358,2422
2023-04-15,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2986,3435,3211,3230
2023-04-15,Cotton,Adilabad APMC,Telangana,Bt Cotton,6506,7485,6995,6864
2023-04-15,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4375,5033,4704,4542
2023-04-15,Groundnut,Rajkot Market,Gujarat,GG-20,4954,5700,5327,5249
2023-04-15,Maize,Nizamabad APMC,Telangana,DHM-117,1863,2143,2003,1918
2023-04-15,Turmeric,Nizamabad Market,Telangana,Rajapuri,6905,7945,7425,7570
2023-04-15,Chilli,Guntur APMC,Andhra Pradesh,S-334,7634,8784,8209,8277
2023-04-15,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2063,2373,2218,2120
2023-04-15,Tomato,Kolar Market,Karnataka,Hybrid,1726,1985,1855,1817
2023-04-15,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1330,1531,1430,1413
2023-04-15,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5481,6306,5894,5652
2023-04-16,Wheat,Azadpur Mandi,Delhi,HD-2967,2163,2489,2326,2423
2023-04-16,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3074,3536,3305,3231
2023-04-16,Cotton,Adilabad APMC,Telangana,Bt Cotton,6124,7046,6585,6866
2023-04-16,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4340,4993,4666,4544
2023-04-16,Groundnut,Rajkot Market,Gujarat,GG-20,4912,5651,5282,5250
2023-04-16,Maize,Nizamabad APMC,Telangana,DHM-117,1717,1976,1847,1918
2023-04-16,Turmeric,Nizamabad Market,Telangana,Rajapuri,7387,8499,7943,7573
2023-04-16,Chilli,Guntur APMC,Andhra Pradesh,S-334,7846,9028,8437,8280
2023-04-16,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1996,2296,2146,2120
2023-04-16,Tomato,Kolar Market,Karnataka,Hybrid,1729,1990,1860,1817
2023-04-16,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1291,1485,1388,1414
2023-04-16,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5420,6236,5828,5654
2023-04-17,Wheat,Azadpur Mandi,Delhi,HD-2967,2225,2560,2393,2424
2023-04-17,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2963,3409,3186,3232
2023-04-17,Cotton,Adilabad APMC,Telangana,Bt Cotton,6358,7316,6837,6868
2023-04-17,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4286,4931,4609,4545
2023-04-17,Groundnut,Rajkot Market,Gujarat,GG-20,4780,5499,5139,5252
2023-04-17,Maize,Nizamabad APMC,Telangana,DHM-117,1871,2152,2012,1919
2023-04-17,Turmeric,Nizamabad Market,Telangana,Rajapuri,6938,7982,7460,7575
2023-04-17,Chilli,Guntur APMC,Andhra Pradesh,S-334,7877,9063,8470,8282
2023-04-17,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2061,2372,2217,2121
2023-04-17,Tomato,Kolar Market,Karnataka,Hybrid,1655,1904,1780,1818
2023-04-17,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1363,1568,1465,1414
2023-04-17,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5510,6339,5925,5656
2023-04-18,Wheat,Azadpur Mandi,Delhi,HD-2967,2319,2668,2494,2425
2023-04-18,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3012,3465,3238,3233
2023-04-18,Cotton,Adilabad APMC,Telangana,Bt Cotton,6228,7166,6697,6870
2023-04-18,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4314,4964,4639,4547
2023-04-18,Groundnut,Rajkot Market,Gujarat,GG-20,4810,5534,5172,5254
2023-04-18,Maize,Nizamabad APMC,Telangana,DHM-117,1778,2046,1912,1920
2023-04-18,Turmeric,Nizamabad Market,Telangana,Rajapuri,6748,7764,7256,7578
2023-04-18,Chilli,Guntur APMC,Andhra Pradesh,S-334,7416,8533,7974,8285
2023-04-18,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2050,2359,2204,2122
2023-04-18,Tomato,Kolar Market,Karnataka,Hybrid,1677,1929,1803,1819
2023-04-18,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1252,1440,1346,1414
2023-04-18,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5209,5993,5601,5658
2023-04-19,Wheat,Azadpur Mandi,Delhi,HD-2967,2210,2543,2376,2426
2023-04-19,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3147,3621,3384,3234
2023-04-19,Cotton,Adilabad APMC,Telangana,Bt Cotton,6103,7022,6562,6873
2023-04-19,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4314,4963,4639,4548
2023-04-19,Groundnut,Rajkot Market,Gujarat,GG-20,4784,5504,5144,5256
2023-04-19,Maize,Nizamabad APMC,Telangana,DHM-117,1711,1969,1840,1920
2023-04-19,Turmeric,Nizamabad Market,Telangana,Rajapuri,6998,8051,7525,7580
2023-04-19,Chilli,Guntur APMC,Andhra Pradesh,S-334,7434,8553,7994,8288
2023-04-19,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1969,2266,2117,2122
2023-04-19,Tomato,Kolar Market,Karnataka,Hybrid,1672,1923,1798,1819
2023-04-19,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1351,1554,1452,1415
2023-04-19,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5312,6112,5712,5660
2023-04-20,Wheat,Azadpur Mandi,Delhi,HD-2967,2280,2623,2451,2426
2023-04-20,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2988,3437,3212,3235
2023-04-20,Cotton,Adilabad APMC,Telangana,Bt Cotton,6243,7183,6713,6875
2023-04-20,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4102,4719,4410,4550
2023-04-20,Groundnut,Rajkot Market,Gujarat,GG-20,4869,5602,5236,5257
2023-04-20,Maize,Nizamabad APMC,Telangana,DHM-117,1706,1963,1835,1921
2023-04-20,Turmeric,Nizamabad Market,Telangana,Rajapuri,6940,7984,7462,7583
2023-04-20,Chilli,Guntur APMC,Andhra Pradesh,S-334,7339,8444,7892,8290
2023-04-20,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1977,2275,2126,2123
2023-04-20,Tomato,Kolar Market,Karnataka,Hybrid,1610,1852,1731,1820
2023-04-20,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1273,1465,1369,1415
2023-04-20,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5013,5767,5390,5662
2023-04-21,Wheat,Azadpur Mandi,Delhi,HD-2967,2232,2568,2400,2427
2023-04-21,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3065,3527,3296,3236
2023-04-21,Cotton,Adilabad APMC,Telangana,Bt Cotton,6632,7631,7131,6877
2023-04-21,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4094,4710,4402,4551
2023-04-21,Groundnut,Rajkot Market,Gujarat,GG-20,4889,5624,5256,5259
2023-04-21,Maize,Nizamabad APMC,Telangana,DHM-117,1762,2028,1895,1922
2023-04-21,Turmeric,Nizamabad Market,Telangana,Rajapuri,7200,8284,7742,7585
2023-04-21,Chilli,Guntur APMC,Andhra Pradesh,S-334,7456,8579,8018,8293
2023-04-21,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2069,2381,2225,2124
2023-04-21,Tomato,Kolar Market,Karnataka,Hybrid,1636,1882,1759,1820
2023-04-21,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1320,1519,1420,1416
2023-04-21,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5038,5796,5417,5664
2023-04-22,Wheat,Azadpur Mandi,Delhi,HD-2967,2149,2473,2311,2428
2023-04-22,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3096,3562,3329,3237
2023-04-22,Cotton,Adilabad APMC,Telangana,Bt Cotton,6177,7107,6642,6879
2023-04-22,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4382,5042,4712,4553
2023-04-22,Groundnut,Rajkot Market,Gujarat,GG-20,5008,5762,5385,5261
2023-04-22,Maize,Nizamabad APMC,Telangana,DHM-117,1718,1976,1847,1922
2023-04-22,Turmeric,Nizamabad Market,Telangana,Rajapuri,6922,7964,7443,7588
2023-04-22,Chilli,Guntur APMC,Andhra Pradesh,S-334,7683,8839,8261,8296
2023-04-22,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1926,2216,2071,2125
2023-04-22,Tomato,Kolar Market,Karnataka,Hybrid,1631,1876,1754,1821
2023-04-22,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1257,1447,1352,1416
2023-04-22,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5028,5784,5406,5665
2023-04-23,Wheat,Azadpur Mandi,Delhi,HD-2967,2321,2670,2496,2429
2023-04-23,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3054,3513,3284,3238
2023-04-23,Cotton,Adilabad APMC,Telangana,Bt Cotton,6471,7446,6958,6882
2023-04-23,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4255,4895,4575,4554
2023-04-23,Groundnut,Rajkot Market,Gujarat,GG-20,4861,5593,5227,5262
2023-04-23,Maize,Nizamabad APMC,Telangana,DHM-117,1829,2105,1967,1923
2023-04-23,Turmeric,Nizamabad Market,Telangana,Rajapuri,7096,8164,7630,7590
2023-04-23,Chilli,Guntur APMC,Andhra Pradesh,S-334,7432,8550,7991,8298
2023-04-23,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1942,2235,2088,2125
2023-04-23,Tomato,Kolar Market,Karnataka,Hybrid,1729,1990,1859,1822
2023-04-23,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1307,1504,1405,1417
2023-04-23,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5270,6063,5666,5667
2023-04-24,Wheat,Azadpur Mandi,Delhi,HD-2967,2218,2552,2385,2430
2023-04-24,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3029,3485,3257,3239
2023-04-24,Cotton,Adilabad APMC,Telangana,Bt Cotton,6358,7315,6837,6884
2023-04-24,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4443,5112,4778,4555
2023-04-24,Groundnut,Rajkot Market,Gujarat,GG-20,4921,5662,5292,5264
2023-04-24,Maize,Nizamabad APMC,Telangana,DHM-117,1731,1992,1861,1923
2023-04-24,Turmeric,Nizamabad Market,Telangana,Rajapuri,6956,8003,7479,7592
2023-04-24,Chilli,Guntur APMC,Andhra Pradesh,S-334,7615,8761,8188,8301
2023-04-24,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1979,2277,2128,2126
2023-04-24,Tomato,Kolar Market,Karnataka,Hybrid,1738,1999,1868,1822
2023-04-24,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1336,1537,1437,1417
2023-04-24,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5223,6010,5617,5669
2023-04-25,Wheat,Azadpur Mandi,Delhi,HD-2967,2168,2495,2332,2430
2023-04-25,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3153,3627,3390,3241
2023-04-25,Cotton,Adilabad APMC,Telangana,Bt Cotton,6242,7182,6712,6886
2023-04-25,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4345,4999,4672,4557
2023-04-25,Groundnut,Rajkot Market,Gujarat,GG-20,4838,5566,5202,5266
2023-04-25,Maize,Nizamabad APMC,Telangana,DHM-117,1776,2043,1909,1924
2023-04-25,Turmeric,Nizamabad Market,Telangana,Rajapuri,7048,8108,7578,7595
2023-04-25,Chilli,Guntur APMC,Andhra Pradesh,S-334,8002,9207,8604,8304
2023-04-25,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2011,2314,2163,2127
2023-04-25,Tomato,Kolar Market,Karnataka,Hybrid,1639,1885,1762,1823
2023-04-25,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1318,1516,1417,1418
2023-04-25,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5102,5870,5486,5671
2023-04-26,Wheat,Azadpur Mandi,Delhi,HD-2967,2161,2486,2323,2431
2023-04-26,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3131,3602,3367,3242
2023-04-26,Cotton,Adilabad APMC,Telangana,Bt Cotton,6353,7310,6832,6888
2023-04-26,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4204,4836,4520,4558
2023-04-26,Groundnut,Rajkot Market,Gujarat,GG-20,4999,5752,5376,5268
2023-04-26,Maize,Nizamabad APMC,Telangana,DHM-117,1851,2129,1990,1925
2023-04-26,Turmeric,Nizamabad Market,Telangana,Rajapuri,7152,8229,7691,7597
2023-04-26,Chilli,Guntur APMC,Andhra Pradesh,S-334,7604,8749,8176,8306
2023-04-26,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2037,2343,2190,2127
2023-04-26,Tomato,Kolar Market,Karnataka,Hybrid,1696,1951,1823,1823
2023-04-26,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1256,1445,1351,1418
2023-04-26,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5238,6027,5632,5673
2023-04-27,Wheat,Azadpur Mandi,Delhi,HD-2967,2154,2478,2316,2432
2023-04-27,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2959,3405,3182,3243
2023-04-27,Cotton,Adilabad APMC,Telangana,Bt Cotton,6362,7319,6840,6891
2023-04-27,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4153,4778,4466,4560
2023-04-27,Groundnut,Rajkot Market,Gujarat,GG-20,4824,5550,5187,5269
2023-04-27,Maize,Nizamabad APMC,Telangana,DHM-117,1828,2103,1965,1925
2023-04-27,Turmeric,Nizamabad Market,Telangana,Rajapuri,7135,8209,7672,7600
2023-04-27,Chilli,Guntur APMC,Andhra Pradesh,S-334,7426,8544,7985,8309
2023-04-27,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1931,2222,2077,2128
2023-04-27,Tomato,Kolar Market,Karnataka,Hybrid,1727,1987,1857,1824
2023-04-27,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1327,1527,1427,1419
2023-04-27,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5408,6222,5815,5675
2023-04-28,Wheat,Azadpur Mandi,Delhi,HD-2967,2256,2595,2425,2433
2023-04-28,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2907,3344,3126,3244
2023-04-28,Cotton,Adilabad APMC,Telangana,Bt Cotton,6575,7565,7070,6893
2023-04-28,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4215,4850,4532,4561
2023-04-28,Groundnut,Rajkot Market,Gujarat,GG-20,4930,5673,5302,5271
2023-04-28,Maize,Nizamabad APMC,Telangana,DHM-117,1709,1966,1838,1926
2023-04-28,Turmeric,Nizamabad Market,Telangana,Rajapuri,7203,8287,7745,7602
2023-04-28,Chilli,Guntur APMC,Andhra Pradesh,S-334,8077,9293,8685,8312
2023-04-28,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1892,2177,2034,2129
2023-04-28,Tomato,Kolar Market,Karnataka,Hybrid,1690,1944,1817,1825
2023-04-28,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1370,1576,1473,1419
2023-04-28,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5353,6158,5755,5676
2023-04-29,Wheat,Azadpur Mandi,Delhi,HD-2967,2288,2633,2461,2434
2023-04-29,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3023,3479,3251,3245
2023-04-29,Cotton,Adilabad APMC,Telangana,Bt Cotton,6287,7233,6760,6895
2023-04-29,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4094,4710,4402,4563
2023-04-29,Groundnut,Rajkot Market,Gujarat,GG-20,5120,5891,5506,5273
2023-04-29,Maize,Nizamabad APMC,Telangana,DHM-117,1838,2115,1977,1927
2023-04-29,Turmeric,Nizamabad Market,Telangana,Rajapuri,6991,8043,7517,7605
2023-04-29,Chilli,Guntur APMC,Andhra Pradesh,S-334,7913,9104,8509,8315
2023-04-29,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1900,2186,2043,2129
2023-04-29,Tomato,Kolar Market,Karnataka,Hybrid,1730,1991,1860,1825
2023-04-29,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1301,1497,1399,1420
2023-04-29,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5188,5969,5578,5678
2023-04-30,Wheat,Azadpur Mandi,Delhi,HD-2967,2153,2478,2316,2434
2023-04-30,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2966,3412,3189,3246
2023-04-30,Cotton,Adilabad APMC,Telangana,Bt Cotton,6295,7243,6769,6897
2023-04-30,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4275,4918,4597,4564
2023-04-30,Groundnut,Rajkot Market,Gujarat,GG-20,4742,5455,5098,5274
2023-04-30,Maize,Nizamabad APMC,Telangana,DHM-117,1798,2069,1934,1927
2023-04-30,Turmeric,Nizamabad Market,Telangana,Rajapuri,7164,8242,7703,7607
2023-04-30,Chilli,Guntur APMC,Andhra Pradesh,S-334,7576,8716,8146,8317
2023-04-30,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1891,2176,2034,2130
2023-04-30,Tomato,Kolar Market,Karnataka,Hybrid,1660,1910,1785,1826
2023-04-30,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1342,1544,1443,1420
2023-04-30,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5296,6094,5695,5680
2023-05-01,Wheat,Azadpur Mandi,Delhi,HD-2967,2229,2565,2397,2435
2023-05-01,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2974,3422,3198,3247
2023-05-01,Cotton,Adilabad APMC,Telangana,Bt Cotton,6540,7524,7032,6899
2023-05-01,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4331,4983,4657,4566
2023-05-01,Groundnut,Rajkot Market,Gujarat,GG-20,4858,5589,5223,5276
2023-05-01,Maize,Nizamabad APMC,Telangana,DHM-117,1768,2034,1901,1928
2023-05-01,Turmeric,Nizamabad Market,Telangana,Rajapuri,6783,7804,7293,7610
2023-05-01,Chilli,Guntur APMC,Andhra Pradesh,S-334,7605,8749,8177,8320
2023-05-01,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1975,2272,2124,2131
2023-05-01,Tomato,Kolar Market,Karnataka,Hybrid,1753,2017,1885,1826
2023-05-01,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1349,1552,1451,1420
2023-05-01,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5351,6157,5754,5682
2023-05-02,Wheat,Azadpur Mandi,Delhi,HD-2967,2292,2638,2465,2436
2023-05-02,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3154,3629,3392,3248
2023-05-02,Cotton,Adilabad APMC,Telangana,Bt Cotton,6654,7656,7155,6902
2023-05-02,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4064,4675,4370,4567
2023-05-02,Groundnut,Rajkot Market,Gujarat,GG-20,4842,5571,5207,5278
2023-05-02,Maize,Nizamabad APMC,Telangana,DHM-117,1795,2065,1930,1928
2023-05-02,Turmeric,Nizamabad Market,Telangana,Rajapuri,6966,8015,7491,7612
2023-05-02,Chilli,Guntur APMC,Andhra Pradesh,S-334,7928,9121,8524,8323
2023-05-02,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2070,2381,2226,2131
2023-05-02,Tomato,Kolar Market,Karnataka,Hybrid,1721,1981,1851,1827
2023-05-02,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1340,1542,1441,1421
2023-05-02,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5238,6027,5633,5684
2023-05-03,Wheat,Azadpur Mandi,Delhi,HD-2967,2261,2602,2431,2437
2023-05-03,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2893,3328,3111,3249
2023-05-03,Cotton,Adilabad APMC,Telangana,Bt Cotton,6238,7177,6708,6904
2023-05-03,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4287,4932,4609,4569
2023-05-03,Groundnut,Rajkot Market,Gujarat,GG-20,4910,5649,5279,5279
2023-05-03,Maize,Nizamabad APMC,Telangana,DHM-117,1734,1995,1864,1929
2023-05-03,Turmeric,Nizamabad Market,Telangana,Rajapuri,7153,8230,7691,7615
2023-05-03,Chilli,Guntur APMC,Andhra Pradesh,S-334,8084,9301,8693,8325
2023-05-03,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2069,2381,2225,2132
2023-05-03,Tomato,Kolar Market,Karnataka,Hybrid,1732,1993,1863,1828
2023-05-03,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1325,1525,1425,1421
2023-05-03,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5443,6262,5852,5686
2023-05-04,Wheat,Azadpur Mandi,Delhi,HD-2967,2371,2728,2550,2437
2023-05-04,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3019,3474,3247,3250
2023-05-04,Cotton,Adilabad APMC,Telangana,Bt Cotton,6555,7541,7048,6906
2023-05-04,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4359,5015,4687,4570
2023-05-04,Groundnut,Rajkot Market,Gujarat,GG-20,4903,5641,5272,5281
2023-05-04,Maize,Nizamabad APMC,Telangana,DHM-117,1705,1962,1833,1930
2023-05-04,Turmeric,Nizamabad Market,Telangana,Rajapuri,7381,8492,7936,7617
2023-05-04,Chilli,Guntur APMC,Andhra Pradesh,S-334,7557,8695,8126,8328
2023-05-04,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1978,2276,2127,2133
2023-05-04,Tomato,Kolar Market,Karnataka,Hybrid,1750,2014,1882,1828
2023-05-04,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1315,1513,1414,1422
2023-05-04,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5335,6138,5737,5687
2023-05-05,Wheat,Azadpur Mandi,Delhi,HD-2967,2298,2644,2471,2438
2023-05-05,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2914,3353,3134,3251
2023-05-05,Cotton,Adilabad APMC,Telangana,Bt Cotton,6238,7177,6707,6908
2023-05-05,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4205,4838,4522,4572
2023-05-05,Groundnut,Rajkot Market,Gujarat,GG-20,4854,5585,5220,5283
2023-05-05,Maize,Nizamabad APMC,Telangana,DHM-117,1796,2067,1931,1930
2023-05-05,Turmeric,Nizamabad Market,Telangana,Rajapuri,7411,8527,7969,7620
2023-05-05,Chilli,Guntur APMC,Andhra Pradesh,S-334,7981,9182,8581,8331
2023-05-05,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1905,2192,2049,2133
2023-05-05,Tomato,Kolar Market,Karnataka,Hybrid,1726,1986,1856,1829
2023-05-05,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1261,1451,1356,1422
2023-05-05,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5225,6012,5619,5689
2023-05-06,Wheat,Azadpur Mandi,Delhi,HD-2967,2227,2562,2394,2439
2023-05-06,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2945,3389,3167,3252
2023-05-06,Cotton,Adilabad APMC,Telangana,Bt Cotton,6610,7605,7107,6911
2023-05-06,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4112,4731,4422,4573
2023-05-06,Groundnut,Rajkot Market,Gujarat,GG-20,4881,5616,5248,5285
2023-05-06,Maize,Nizamabad APMC,Telangana,DHM-117,1825,2100,1963,1931
2023-05-06,Turmeric,Nizamabad Market,Telangana,Rajapuri,7184,8266,7725,7622
2023-05-06,Chilli,Guntur APMC,Andhra Pradesh,S-334,8081,9297,8689,8333
2023-05-06,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1891,2176,2033,2134
2023-05-06,Tomato,Kolar Market,Karnataka,Hybrid,1685,1938,1812,1829
2023-05-06,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1267,1457,1362,1423
2023-05-06,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5488,6314,5901,5691
2023-05-07,Wheat,Azadpur Mandi,Delhi,HD-2967,2358,2713,2535,2440
2023-05-07,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2938,3381,3160,3253
2023-05-07,Cotton,Adilabad APMC,Telangana,Bt Cotton,6353,7309,6831,6913
